ISBN,popularity,avg_ratings,nvotes,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0451176464,3.3096429408271164,3.63,138,Gerald's Game,Stephen King,2001,Signet Book,http://images.amazon.com/images/P/0451176464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451176464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451176464.01.LZZZZZZZ.jpg
1400031346,3.309199125809969,3.73,106,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,2002,Anchor (UK),http://images.amazon.com/images/P/1400031346.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400031346.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400031346.01.LZZZZZZZ.jpg
0743211383,3.30287449235195,3.71,107,Dreamcatcher,Stephen King,2001,Scribner,http://images.amazon.com/images/P/0743211383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743211383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743211383.01.LZZZZZZZ.jpg
0385472951,3.301787420438252,3.66,121,The Partner,John Grisham,1997,Doubleday Books,http://images.amazon.com/images/P/0385472951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385472951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385472951.01.LZZZZZZZ.jpg
0671001795,3.3016213076753504,3.46,267,Two for the Dough,Janet Evanovich,1996,Pocket,http://images.amazon.com/images/P/0671001795.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671001795.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671001795.01.LZZZZZZZ.jpg
0449212602,3.2967694903937095,3.45,273,The Handmaid's Tale,Margaret Atwood,1989,Fawcett Books,http://images.amazon.com/images/P/0449212602.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449212602.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449212602.01.LZZZZZZZ.jpg
0743206045,3.2929673827890356,3.67,114,Daddy's Little Girl,Mary Higgins Clark,2002,Simon & Schuster,http://images.amazon.com/images/P/0743206045.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743206045.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743206045.01.LZZZZZZZ.jpg
0312983867,3.2927290836521133,3.56,162,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312983867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312983867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312983867.01.LZZZZZZZ.jpg
0786817070,3.292258764157736,3.56,159,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002,Miramax Kids,http://images.amazon.com/images/P/0786817070.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786817070.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786817070.01.LZZZZZZZ.jpg
0609804138,3.290689166400172,3.49,212,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,1999,Three Rivers Press,http://images.amazon.com/images/P/0609804138.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609804138.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609804138.01.LZZZZZZZ.jpg
031242227X,3.2861878157733857,3.55,161,Running with Scissors: A Memoir,Augusten Burroughs,2003,Picador USA,http://images.amazon.com/images/P/031242227X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031242227X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031242227X.01.LZZZZZZZ.jpg
0375725784,3.285310994818044,3.42,302,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001,Vintage Books USA,http://images.amazon.com/images/P/0375725784.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375725784.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375725784.01.LZZZZZZZ.jpg
055321313X,3.284394025614085,3.6,131,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1982,Bantam Classics,http://images.amazon.com/images/P/055321313X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055321313X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055321313X.01.LZZZZZZZ.jpg
0679746048,3.284031395774512,3.45,251,"Girl, Interrupted",SUSANNA KAYSEN,1994,Vintage,http://images.amazon.com/images/P/0679746048.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679746048.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679746048.01.LZZZZZZZ.jpg
0446608955,3.28305994770014,3.43,284,A Walk to Remember,Nicholas Sparks,2000,Warner Books,http://images.amazon.com/images/P/0446608955.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446608955.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446608955.01.LZZZZZZZ.jpg
0345370775,3.2803798938460313,3.37,466,Jurassic Park,Michael Crichton,1999,Ballantine Books,http://images.amazon.com/images/P/0345370775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345370775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345370775.01.LZZZZZZZ.jpg
0802130208,3.2790586607399734,3.58,139,A Confederacy of Dunces (Evergreen Book),John Kennedy Toole,1987,Grove Press,http://images.amazon.com/images/P/0802130208.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802130208.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802130208.01.LZZZZZZZ.jpg
038079487X,3.2787621219191436,3.47,211,What Looks Like Crazy On An Ordinary Day,Pearl Cleage,1998,Perennial,http://images.amazon.com/images/P/038079487X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038079487X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038079487X.01.LZZZZZZZ.jpg
0064407675,3.2779167642983023,3.67,104,"The Reptile Room (A Series of Unfortunate Events, Book 2)",Lemony Snicket,1999,HarperCollins,http://images.amazon.com/images/P/0064407675.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064407675.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064407675.01.LZZZZZZZ.jpg
0070212570,3.2769808943030467,3.47,213,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1989,McGraw-Hill,http://images.amazon.com/images/P/0070212570.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0070212570.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0070212570.01.LZZZZZZZ.jpg
0312966091,3.276836481224857,3.46,224,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,1998,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312966091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312966091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312966091.01.LZZZZZZZ.jpg
002542730X,3.2756273797669877,3.51,171,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,1994,John Wiley & Sons Inc,http://images.amazon.com/images/P/002542730X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/002542730X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/002542730X.01.LZZZZZZZ.jpg
0684867621,3.273830366591072,3.62,118,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999,Scribner,http://images.amazon.com/images/P/0684867621.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684867621.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684867621.01.LZZZZZZZ.jpg
0440236703,3.2603065158608184,3.45,210,Tell No One,Harlan Coben,2002,Dell Publishing Company,http://images.amazon.com/images/P/0440236703.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440236703.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440236703.01.LZZZZZZZ.jpg
0553582747,3.2554529053466177,3.49,165,From the Corner of His Eye,Dean Koontz,2001,Bantam Books,http://images.amazon.com/images/P/0553582747.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582747.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582747.01.LZZZZZZZ.jpg
0743237188,3.25180994770014,3.39,284,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002,Touchstone,http://images.amazon.com/images/P/0743237188.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743237188.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743237188.01.LZZZZZZZ.jpg
0142000205,3.251180424182636,3.39,277,Icy Sparks,Gwyn Hyman Rubio,2001,Penguin Books,http://images.amazon.com/images/P/0142000205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142000205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142000205.01.LZZZZZZZ.jpg
0671617028,3.250792763889649,3.51,146,The Color Purple,Alice Walker,1985,Pocket Books,http://images.amazon.com/images/P/0671617028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671617028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671617028.01.LZZZZZZZ.jpg
0446519138,3.2497343957335927,3.61,107,Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach,1995,Warner Books,http://images.amazon.com/images/P/0446519138.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446519138.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446519138.01.LZZZZZZZ.jpg
0515136530,3.246373963589431,3.56,122,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",Nora Roberts,2003,Jove Pubns,http://images.amazon.com/images/P/0515136530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515136530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515136530.01.LZZZZZZZ.jpg
0345436911,3.2450931158923426,3.57,115,The Dress Lodger (Ballantine Reader's Circle),Sheri Holman,2001,Ballantine Books,http://images.amazon.com/images/P/0345436911.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345436911.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345436911.01.LZZZZZZZ.jpg
0451180232,3.2436030388081063,3.61,104,Nightmares & Dreamscapes,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451180232.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451180232.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451180232.01.LZZZZZZZ.jpg
0312995423,3.2383443275962414,3.42,205,Digital Fortress : A Thriller,Dan Brown,2003,St. Martin's Press,http://images.amazon.com/images/P/0312995423.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312995423.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312995423.01.LZZZZZZZ.jpg
0375700757,3.2328345983378433,3.35,311,Cold Mountain : A Novel,CHARLES FRAZIER,1998,Vintage,http://images.amazon.com/images/P/0375700757.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375700757.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375700757.01.LZZZZZZZ.jpg
0670892963,3.228116969337029,3.5,131,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books,http://images.amazon.com/images/P/0670892963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670892963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670892963.01.LZZZZZZZ.jpg
0425192725,3.2279588069580445,3.53,118,Q Is for Quarry,Sue Grafton,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425192725.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425192725.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425192725.01.LZZZZZZZ.jpg
0684872153,3.226983614828295,3.34,326,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999,Scribner,http://images.amazon.com/images/P/0684872153.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684872153.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684872153.01.LZZZZZZZ.jpg
0345445848,3.226212969885414,3.58,102,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle),Adriana Trigiani,2002,Ballantine Books,http://images.amazon.com/images/P/0345445848.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345445848.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345445848.01.LZZZZZZZ.jpg
1878424319,3.2261588837633206,3.5,133,The Four Agreements: A Practical Guide to Personal Freedom,Don Miguel Ruiz,1997,Amber-Allen Publishing,http://images.amazon.com/images/P/1878424319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1878424319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1878424319.01.LZZZZZZZ.jpg
0312305060,3.2251142637483596,3.35,294,The Hours: A Novel,Michael Cunningham,2002,Picador,http://images.amazon.com/images/P/0312305060.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312305060.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312305060.01.LZZZZZZZ.jpg
0688177751,3.223851441066908,3.52,122,Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,2000,Perennial,http://images.amazon.com/images/P/0688177751.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688177751.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688177751.01.LZZZZZZZ.jpg
0786885688,3.223244979252464,3.47,145,Shopgirl,Steve Martin,2001,Hyperion,http://images.amazon.com/images/P/0786885688.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786885688.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786885688.01.LZZZZZZZ.jpg
0671510053,3.222037906273616,3.32,349,SHIPPING NEWS,Annie Proulx,1994,Scribner,http://images.amazon.com/images/P/0671510053.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671510053.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671510053.01.LZZZZZZZ.jpg
0553250426,3.220553860496372,3.38,216,The Clan of the Cave Bear (Earth's Children (Paperback)),Jean M. Auel,1984,Bantam Books,http://images.amazon.com/images/P/0553250426.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553250426.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553250426.01.LZZZZZZZ.jpg
0452264464,3.216767928274477,3.41,180,Beloved (Plume Contemporary Fiction),Toni Morrison,1994,Plume,http://images.amazon.com/images/P/0452264464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452264464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452264464.01.LZZZZZZZ.jpg
0446610399,3.209135660735097,3.38,195,The Rescue,Nicholas Sparks,2001,Warner Books,http://images.amazon.com/images/P/0446610399.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610399.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610399.01.LZZZZZZZ.jpg
0060958022,3.208447660955055,3.44,148,Five Quarters of the Orange,Joanne Harris,2002,Perennial,http://images.amazon.com/images/P/0060958022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060958022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060958022.01.LZZZZZZZ.jpg
0446604666,3.2026227166673724,3.41,165,Sick Puppy,Carl Hiaasen,2001,Warner Vision,http://images.amazon.com/images/P/0446604666.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446604666.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446604666.01.LZZZZZZZ.jpg
0449006522,3.2023460659566525,3.5,111,Manhattan Hunt Club,JOHN SAUL,2002,Ballantine Books,http://images.amazon.com/images/P/0449006522.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449006522.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449006522.01.LZZZZZZZ.jpg
0060173289,3.198673999638494,3.45,130,Divine Secrets of the Ya-Ya Sisterhood : A Novel,Rebecca Wells,1996,HarperCollins,http://images.amazon.com/images/P/0060173289.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060173289.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060173289.01.LZZZZZZZ.jpg
0316602906,3.1940682723493348,3.47,120,The Big Bad Wolf: A Novel,James Patterson,2003,"Little, Brown",http://images.amazon.com/images/P/0316602906.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316602906.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316602906.01.LZZZZZZZ.jpg
0679735771,3.1937858091278746,3.49,110,American Psycho (Vintage Contemporaries),Bret Easton Ellis,2000,Vintage Books USA,http://images.amazon.com/images/P/0679735771.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679735771.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679735771.01.LZZZZZZZ.jpg
0060932759,3.1872406599851586,3.47,112,Daughter of Fortune,Isabel Allende,2000,Perennial,http://images.amazon.com/images/P/0060932759.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060932759.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060932759.01.LZZZZZZZ.jpg
034538475X,3.186672422924415,3.35,193,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,http://images.amazon.com/images/P/034538475X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034538475X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034538475X.01.LZZZZZZZ.jpg
0451167317,3.1845652961140463,3.39,153,The Dark Half,Stephen King,1994,Signet Book,http://images.amazon.com/images/P/0451167317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451167317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451167317.01.LZZZZZZZ.jpg
0060976845,3.182949475499726,3.26,434,Little Altars Everywhere: A Novel,Rebecca Wells,1996,Perennial,http://images.amazon.com/images/P/0060976845.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060976845.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060976845.01.LZZZZZZZ.jpg
0425152251,3.181430880241678,3.33,218,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425152251.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425152251.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425152251.01.LZZZZZZZ.jpg
0375702709,3.1770377394412797,3.34,192,A Lesson Before Dying (Vintage Contemporaries (Paperback)),Ernest J. Gaines,1997,Vintage Books USA,http://images.amazon.com/images/P/0375702709.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375702709.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375702709.01.LZZZZZZZ.jpg
0515135062,3.176425702135759,3.39,142,Three Fates,Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515135062.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515135062.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515135062.01.LZZZZZZZ.jpg
0316788228,3.1753256740318774,3.44,115,The Pilot's Wife,Anita Shreve,2001,"Little, Brown",http://images.amazon.com/images/P/0316788228.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316788228.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316788228.01.LZZZZZZZ.jpg
0743203631,3.174867929149135,3.42,127,Gap Creek: The Story Of A Marriage,Robert Morgan,2000,Touchstone,http://images.amazon.com/images/P/0743203631.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743203631.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743203631.01.LZZZZZZZ.jpg
0345435168,3.1696368372515114,3.4,134,Open House (Oprah's Book Club (Paperback)),Elizabeth Berg,2001,Ballantine Books,http://images.amazon.com/images/P/0345435168.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345435168.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345435168.01.LZZZZZZZ.jpg
0385336179,3.1680577689109755,3.36,160,Shopaholic Ties the Knot,Sophie Kinsella,2003,Delta,http://images.amazon.com/images/P/0385336179.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385336179.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385336179.01.LZZZZZZZ.jpg
0425154092,3.166246261145452,3.3,229,From Potter's Field,Patricia Daniels Cornwell,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425154092.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425154092.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425154092.01.LZZZZZZZ.jpg
0060977493,3.1647086500516983,3.3,226,The God of Small Things,Arundhati Roy,1998,Perennial,http://images.amazon.com/images/P/0060977493.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.LZZZZZZZ.jpg
0786881852,3.1637043290147977,3.29,228,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997,Hyperion,http://images.amazon.com/images/P/0786881852.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786881852.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786881852.01.LZZZZZZZ.jpg
0451153553,3.163568057848804,3.44,106,Misery,Stephen King,1988,New Amer Library,http://images.amazon.com/images/P/0451153553.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451153553.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451153553.01.LZZZZZZZ.jpg
0375412824,3.162250090531153,3.41,120,The Dive From Clausen's Pier (Alex Awards),ANN PACKER,2002,Knopf,http://images.amazon.com/images/P/0375412824.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375412824.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375412824.01.LZZZZZZZ.jpg
0671004530,3.162227958900863,3.31,194,On the Street Where You Live,Mary Higgins Clark,2002,Pocket,http://images.amazon.com/images/P/0671004530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671004530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671004530.01.LZZZZZZZ.jpg
0142001805,3.1612362358555486,3.33,171,The Eyre Affair: A Novel,Jasper Fforde,2003,Penguin Books,http://images.amazon.com/images/P/0142001805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142001805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142001805.01.LZZZZZZZ.jpg
0515131229,3.158365977421379,3.27,258,Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515131229.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515131229.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515131229.01.LZZZZZZZ.jpg
0871136791,3.1570275598517306,3.31,191,Cold Mountain,Charles Frazier,1997,Atlantic Monthly Press,http://images.amazon.com/images/P/0871136791.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0871136791.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0871136791.01.LZZZZZZZ.jpg
0553582755,3.152907753590319,3.28,225,One Door Away from Heaven,Dean R. Koontz,2002,Bantam Books,http://images.amazon.com/images/P/0553582755.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582755.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582755.01.LZZZZZZZ.jpg
0515136379,3.1506682945477125,3.39,117,Key of Knowledge (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515136379.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515136379.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515136379.01.LZZZZZZZ.jpg
0345369947,3.1452371548140245,3.36,132,The Mummy or Ramses the Damned,Anne Rice,1991,Ballantine Books,http://images.amazon.com/images/P/0345369947.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345369947.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345369947.01.LZZZZZZZ.jpg
044023722X,3.1441700400493358,3.19,647,A Painted House,John Grisham,2001,Dell Publishing Company,http://images.amazon.com/images/P/044023722X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044023722X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044023722X.01.LZZZZZZZ.jpg
0425177173,3.140661862337518,3.4,104,Atlantis Found,Clive Cussler,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425177173.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425177173.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425177173.01.LZZZZZZZ.jpg
0553273914,3.140057327926922,3.31,162,The House of the Spirits,Isabel Allende,1986,Bantam Books,http://images.amazon.com/images/P/0553273914.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553273914.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553273914.01.LZZZZZZZ.jpg
0312421273,3.139980470262171,3.32,155,The Corrections: A Novel,Jonathan Franzen,2002,Picador USA,http://images.amazon.com/images/P/0312421273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312421273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312421273.01.LZZZZZZZ.jpg
0440241073,3.1361421221526147,3.2,456,The Summons,John Grisham,2002,Dell Publishing Company,http://images.amazon.com/images/P/0440241073.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440241073.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440241073.01.LZZZZZZZ.jpg
0399146431,3.1322351148242102,3.36,117,The Bonesetter's Daughter,Amy Tan,2001,Putnam Publishing Group,http://images.amazon.com/images/P/0399146431.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399146431.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399146431.01.LZZZZZZZ.jpg
0375705856,3.1316211715502096,3.3,156,Plainsong (Vintage Contemporaries),KENT HARUF,2000,Vintage,http://images.amazon.com/images/P/0375705856.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375705856.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375705856.01.LZZZZZZZ.jpg
0316168688,3.1294159809198767,3.36,114,The Dogs of Babel (Today Show Book Club #12),Carolyn Parkhurst,2003,"Little, Brown",http://images.amazon.com/images/P/0316168688.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316168688.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316168688.01.LZZZZZZZ.jpg
0441569595,3.1279391394869305,3.27,179,Neuromancer (Remembering Tomorrow),William Gibson,1995,Ace Books,http://images.amazon.com/images/P/0441569595.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441569595.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441569595.01.LZZZZZZZ.jpg
0060987529,3.127118963161139,3.24,228,Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,2000,Regan Books,http://images.amazon.com/images/P/0060987529.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060987529.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060987529.01.LZZZZZZZ.jpg
0380718340,3.1260703007252633,3.26,199,Cruel & Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1994,Avon,http://images.amazon.com/images/P/0380718340.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380718340.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380718340.01.LZZZZZZZ.jpg
0380710218,3.1176025406428427,3.29,144,Postmortem,Patricia Daniels Cornwell,1993,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380710218.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380710218.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380710218.01.LZZZZZZZ.jpg
